,cand_id,cand_name,cand_pty_affliation,result,degreecentrality
1788,H4VA110872014,"SCHOLTE, SUZANNE                                                                                                                                                                                        ",REP,0,0.000602253723023015
1789,H4VA111032014,"HARROLD, MARC                                                                                                                                                                                           ",LIB,0,3.4841124472405826e-05
1790,H4WA021572014,"GUILLOT, B J                                                                                                                                                                                            ",REP,0,9.954606992115953e-06
1791,H4WA031142014,"DINGETHAL, BOB                                                                                                                                                                                          ",DEM,0,0.0001841602293541451
1792,H4WA040882014,"DIDIER, CLINT                                                                                                                                                                                           ",REP,1,0.00042307079716492787
1793,H4WA041042014,"NEWHOUSE, DANIEL MILTON                                                                                                                                                                                 ",REP,1,0.0007465955244086963
1794,H4WA050772012,"RODGERS, CATHY MCMORRIS                                                                                                                                                                                 ",REP,1,0.0006370948474954209
1795,H4WA050772014,"MCMORRIS RODGERS, CATHY                                                                                                                                                                                 ",REP,1,0.001025324520187943
1796,H4WA051272014,"PAKOOTAS, JOSEPH A                                                                                                                                                                                      ",DEM,0,0.00021900135382655093
1797,H4WA060752014,"MCCLENDON, MARTIN                                                                                                                                                                                       ",REP,0,4.977303496057976e-05
1798,H4WA070732014,"KELLER, CRAIG                                                                                                                                                                                           ",REP,0,2.9863820976347853e-05
1799,H4WA080712012,"REICHERT, DAVE                                                                                                                                                                                          ",REP,1,0.0006470494544875367
1800,H4WA080712014,"REICHERT, DAVE                                                                                                                                                                                          ",REP,1,0.000607231026519073
1801,H4WA081212014,"RITCHIE, JASON                                                                                                                                                                                          ",DEM,0,0.00011447798040933345
1802,H4WA090612014,"BASLER, DOUGLAS MICHAEL                                                                                                                                                                                 ",REP,0,9.954606992115953e-06
1803,H4WA100102014,"MCDONALD, JOYCE                                                                                                                                                                                         ",REP,0,0.00010452337341721748
1804,H4WI031442014,"KURTZ, TONY                                                                                                                                                                                             ",REP,0,0.0004927530461097397
1805,H4WI041832014,"MOORE, GWEN S                                                                                                                                                                                           ",DEM,1,0.00011945528390539141
1806,H4WI041832012,"MOORE, GWENDOLYNNE                                                                                                                                                                                      ",DEM,1,8.46141594329856e-05
1807,H4WI042662014,"RAYMOND, ROBERT                                                                                                                                                                                         ",IND,0,
1808,H4WI050992014,"ROCKWOOD, CHRISTOPHER B                                                                                                                                                                                 ",DEM,0,2.488651748028988e-05
1809,H4WI060482014,"GROTHMAN, GLENN S                                                                                                                                                                                       ",REP,1,0.0006321175439993629
1810,H4WI060712014,"HARRIS, MARK L                                                                                                                                                                                          ",DEM,0,0.0003384566377319424
1811,H4WI061132014,"FAHRENDORF, GUS                                                                                                                                                                                         ",LIB,0,
1812,H4WI070952014,"WESTLUND, KELLY                                                                                                                                                                                         ",DEM,0,0.000627140240503305
1813,H4WI071112014,"DALE, LAWRENCE                                                                                                                                                                                          ",GRE,0,
1814,H4WI080772014,"GRUETT, RON                                                                                                                                                                                             ",DEM,0,3.4841124472405826e-05
1815,H4WV020232012,"SWINT, HOWARD                                                                                                                                                                                           ",DEM,0,9.954606992115953e-06
1816,H4WV020722014,"CASEY, GEORGE NICHOLAS JR                                                                                                                                                                               ",DEM,0,0.002737516922831886
1817,H4WV020802014,"MOONEY, ALEXANDER XAVIER                                                                                                                                                                                ",REP,1,0.0021203312893206976
1818,H4WV021302014,"JONES, DAVY                                                                                                                                                                                             ",LIB,0,
1819,H4WV030472012,"SNUFFER, RICHARD RAY MR.                                                                                                                                                                                ",REP,0,0.000816277773353508
1820,H4WV030702014,"JENKINS, EVAN H                                                                                                                                                                                         ",REP,1,0.002478697141036872
1821,H4WY001702014,"GRAYSON, RICHARD                                                                                                                                                                                        ",DEM,0,
1822,H6AK000452012,"YOUNG, DONALD E                                                                                                                                                                                         ",REP,1,0.00032850203073982637
1823,H6AK000452014,"YOUNG, DONALD E                                                                                                                                                                                         ",REP,1,0.0002239786573226089
1824,H6AL040982014,"ADERHOLT, ROBERT B. REP.                                                                                                                                                                                ",REP,1,0.0003384566377319424
1825,H6AL040982012,"ADERHOLT, ROBERT BROWN                                                                                                                                                                                  ",REP,1,0.0009855060922194794
1826,H6AZ070222012,"COBB, JOE                                                                                                                                                                                               ",LIB,0,
1827,H6AZ070222014,"COBB, JOE                                                                                                                                                                                               ",LIB,0,4.977303496057977e-06
1828,H6CA051952014,"MATSUI, DORIS                                                                                                                                                                                           ",DEM,1,0.0001841602293541451
1829,H6CA051952012,"MATSUI, DORIS                                                                                                                                                                                           ",DEM,1,0.00019909213984231904
1830,H6CA070432014,"MILLER, GEORGE                                                                                                                                                                                          ",DEM,1,2.488651748028988e-05
1831,H6CA070432012,"MILLER, GEORGE                                                                                                                                                                                          ",DEM,1,0.00014434180138568132
1832,H6CA090232012,"STARK, FORTNEY HILLMAN JR                                                                                                                                                                               ",DEM,1,0.0004778211356215657
1833,H6CA221252014,"MCCARTHY, KEVIN                                                                                                                                                                                         ",REP,1,0.001771920044596639
1834,H6CA221252012,"MCCARTHY, KEVIN                                                                                                                                                                                         ",REP,1,0.0011746436250696824
1835,H6CA240482014,"WAXMAN, HENRY A                                                                                                                                                                                         ",DEM,1,8.46141594329856e-05
1836,H6CA240482012,"WAXMAN, HENRY A                                                                                                                                                                                         ",DEM,1,0.001642510153699132
1837,H6CA241132014,"SHERMAN, BRAD                                                                                                                                                                                           ",DEM,1,0.0007814366488811022
1838,H6CA241132012,"SHERMAN, BRAD                                                                                                                                                                                           ",DEM,1,0.0012094847495420884
1839,H6CA341122012,"LUNGREN, DANIEL E.                                                                                                                                                                                      ",REP,0,0.001871466114517799
1840,H6CA390202014,"ROYCE, ED MR.                                                                                                                                                                                           ",REP,1,0.002025762522895596
1841,H6CA390202012,"ROYCE, EDWARD R                                                                                                                                                                                         ",REP,1,0.001627578243210958
1842,H6CA402342014,"CONAWAY, ROBERT DEAN                                                                                                                                                                                    ",DEM,0,
1843,H6CA420992012,"BACA, JOE                                                                                                                                                                                               ",DEM,1,0.000602253723023015
1844,H6CA420992014,"BACA, JOE                                                                                                                                                                                               ",DEM,1,3.981842796846381e-05
1845,H6CA460332014,"SANCHEZ, LORETTA                                                                                                                                                                                        ",DEM,1,0.0006918451859520586
1846,H6CA460332012,"SANCHEZ, LORETTA                                                                                                                                                                                        ",DEM,1,0.0006868678824560006
1847,H6CA480392014,"CAMPBELL, JOHN BT III                                                                                                                                                                                   ",REP,1,1.4931910488173926e-05
1848,H6CA480392012,"CAMPBELL, JOHN BT III                                                                                                                                                                                   ",REP,1,0.000413116190172812
1849,H6CO011412014,"DEGETTE, DIANA L.                                                                                                                                                                                       ",DEM,1,0.00021900135382655093
1850,H6CO011412012,"DEGETTE, DIANA L.                                                                                                                                                                                       ",DEM,1,0.0003882296726925221
1851,H6CO031392014,"TIPTON, SCOTT R.                                                                                                                                                                                        ",REP,1,0.0008959146292904358
1852,H6CO031392012,"TIPTON, SCOTT R.                                                                                                                                                                                        ",REP,1,0.002219877359241857
1853,H6CO051592014,"LAMBORN, DOUGLAS L                                                                                                                                                                                      ",REP,1,0.00020904674683443496
1854,H6CO051592012,"LAMBORN, DOUGLAS                                                                                                                                                                                        ",REP,1,9.456876642510156e-05
1855,H6CO070232014,"PERLMUTTER, EDWIN G                                                                                                                                                                                     ",DEM,1,0.001214462053038146
1856,H6CO070232012,"PERLMUTTER, EDWIN G                                                                                                                                                                                     ",DEM,1,0.002687743887871307
1857,H6FL060352014,"YOUNG, C. W. BILL                                                                                                                                                                                       ",REP,1,1.9909213984231906e-05
1858,H6FL060352012,"YOUNG, C W BILL                                                                                                                                                                                         ",REP,1,0.0009058692362825516
1859,H6FL081302014,"KRULICK, AL                                                                                                                                                                                             ",NNE,0,1.4931910488173926e-05
1860,H6FL082132014,"GRAYSON, ALAN MARK                                                                                                                                                                                      ",DEM,1,0.0007217090069284066
1861,H6FL082132012,"GRAYSON, ALAN MARK                                                                                                                                                                                      ",DEM,1,0.0010502110376682328
1862,H6FL082472012,"LONG, WILLIAM TODD                                                                                                                                                                                      ",REP,0,0.0002339332643147249
1863,H6FL090702014,"BILIRAKIS, GUS M                                                                                                                                                                                        ",REP,1,0.00012940989089750736
1864,H6FL090702012,"BILIRAKIS, GUS MICHAEL                                                                                                                                                                                  ",REP,1,0.0002936609062674206
1865,H6FL111262012,"CASTOR, KATHY                                                                                                                                                                                           ",DEM,1,0.000403161583180696
1866,H6FL111262014,"CASTOR, KATHY                                                                                                                                                                                           ",DEM,1,8.46141594329856e-05
1867,H6FL131482014,"BUCHANAN, VERNON                                                                                                                                                                                        ",REP,1,0.0004778211356215657
1868,H6FL131482012,"BUCHANAN, VERNON                                                                                                                                                                                        ",REP,1,0.001055188341164291
1869,H6FL170322006,"NEREE, DUFIRSTSON                                                                                                                                                                                       ",DEM,0,
1870,H6FL170322014,"NEREE, DUFIRSTSON JULIO                                                                                                                                                                                 ",REP,0,4.977303496057977e-06
1871,H6GA041292014,"JOHNSON, HENRY C 'HANK'                                                                                                                                                                                 ",DEM,1,2.488651748028988e-05
1872,H6GA041292012,"JOHNSON, HENRY C 'HANK'                                                                                                                                                                                 ",DEM,1,1.9909213984231906e-05
1873,H6GA052172012,"LEWIS, JOHN R.                                                                                                                                                                                          ",DEM,1,5.9727641952695706e-05
1874,H6GA052172014,"LEWIS, JOHN R.                                                                                                                                                                                          ",DEM,1,0.0003334793342358844
1875,H6GA092272012,"BROWN, BRIAN RUSSELL                                                                                                                                                                                    ",NNE,0,
1876,H6IA010982014,"BRALEY, BRUCE L                                                                                                                                                                                         ",DEM,1,1.4931910488173926e-05
1877,H6IA010982012,"BRALEY, BRUCE L                                                                                                                                                                                         ",DEM,1,0.002523492872501393
1878,H6IA021462014,"LOEBSACK, DAVID WAYNE                                                                                                                                                                                   ",DEM,1,0.001612646332722784
1879,H6IA021462012,"LOEBSACK, DAVID WAYNE                                                                                                                                                                                   ",DEM,1,0.0011398025005972766
1880,H6IA031442012,"BOSWELL, LEONARD L.                                                                                                                                                                                     ",DEM,0,0.0015778052082503786
1881,H6IL021242014,"JACKSON, JESSE L JR                                                                                                                                                                                     ",DEM,1,
1882,H6IL021242012,"JACKSON, JESSE JR                                                                                                                                                                                       ",DEM,1,0.00042804810066098594
1883,H6IL051502014,"KOLBER, VINCENT A                                                                                                                                                                                       ",REP,0,0.00019411483634626102
1884,H6IL061172014,"ROSKAM, PETER                                                                                                                                                                                           ",REP,1,0.0023194234291630173
1885,H6IL061172012,"ROSKAM, PETER                                                                                                                                                                                           ",REP,1,0.002060603647368002
1886,H6IL061412014,"DUCKWORTH, L. TAMMY                                                                                                                                                                                     ",DEM,1,0.002259695787210321
1887,H6IL061412012,"DUCKWORTH, L. TAMMY                                                                                                                                                                                     ",DEM,1,0.006978179501473282
1888,H6IN000272012,"BOYD, KEVIN ROBERT                                                                                                                                                                                      ",DEM,0,0.0001393644978896233
1889,H6KS011462014,"HUELSKAMP, TIMOTHY A REPRESENTA                                                                                                                                                                         ",REP,1,0.000403161583180696
1890,H6KS011462012,"HUELSKAMP, TIMOTHY A REPRESENTA                                                                                                                                                                         ",REP,1,0.00019909213984231904
1891,H6KY031242014,"YARMUTH, JOHN A                                                                                                                                                                                         ",DEM,1,0.00038325236919646414
1892,H6KY031242012,"YARMUTH, JOHN A MR                                                                                                                                                                                      ",DEM,1,0.0007814366488811022
1893,H6KY051112014,"STEPP, KENNETH STEPHENSON                                                                                                                                                                               ",DEM,0,9.954606992115953e-06
1894,H6KY051112012,"STEPP, KENNETH S                                                                                                                                                                                        ",DEM,0,4.977303496057977e-06
1895,H6LA021732014,"MENDOZA, M.V. (VINNY)                                                                                                                                                                                   ",DEM,0,
1896,H6LA021732012,"MENDOZA, M.V. (VINNY)                                                                                                                                                                                   ",DEM,0,
1897,H6MA071012012,"MARKEY, EDWARD JOHN                                                                                                                                                                                     ",DEM,1,8.46141594329856e-05
1898,H6MA071012014,"MARKEY, EDWARD JOHN                                                                                                                                                                                     ",DEM,1,0.012776738074380824
1899,H6MD032922014,"SARBANES, JOHN PETER SPYROS                                                                                                                                                                             ",DEM,1,0.0005226168670860874
1900,H6MD032922012,"SARBANES, JOHN P. MR.                                                                                                                                                                                   ",DEM,1,0.0007117543999362907
1901,H6MD041832014,"EDWARDS, DONNA FERN                                                                                                                                                                                     ",DEM,1,8.46141594329856e-05
1902,H6MD041832012,"EDWARDS, DONNA                                                                                                                                                                                          ",DEM,1,0.00012443258740144943
1903,H6MD071602014,"CUMMINGS, ELIJAH E                                                                                                                                                                                      ",DEM,1,0.0002538424782989568
1904,H6MD071602012,"CUMMINGS, ELIJAH E                                                                                                                                                                                      ",DEM,1,0.0002588197817950147
1905,H6MI010282014,"CONYERS, JOHN JR.                                                                                                                                                                                       ",DEM,1,5.9727641952695706e-05
1906,H6MI010282012,"CONYERS, JOHN JR.                                                                                                                                                                                       ",DEM,1,0.00020904674683443496
1907,H6MI041132012,"UPTON, FREDERICK STEPHEN                                                                                                                                                                                ",REP,1,0.0007266863104244645
1908,H6MI041132014,"UPTON, FREDERICK STEPHEN                                                                                                                                                                                ",REP,1,0.0006520267579835947
1909,H6MI121812012,"MILLER, CANDICE S.                                                                                                                                                                                      ",REP,1,3.981842796846381e-05
1910,H6MI121812014,"MILLER, CANDICE S.                                                                                                                                                                                      ",REP,1,0.00028868360277136264
1911,H6MN011742012,"WALZ, TIMOTHY J.                                                                                                                                                                                        ",DEM,1,0.0009606195747391893
1912,H6MN011742014,"WALZ, TIMOTHY J.                                                                                                                                                                                        ",DEM,1,0.0008710281118101457
1913,H6MN051832014,"ELLISON, KEITH MAURICE                                                                                                                                                                                  ",DEM,1,0.0006420721509914789
1914,H6MN051832012,"ELLISON, KEITH MAURICE                                                                                                                                                                                  ",DEM,1,0.0009755514852273632
1915,H6MN060742014,"BACHMANN, MICHELE                                                                                                                                                                                       ",REP,1,1.9909213984231906e-05
1916,H6MN060742012,"BACHMANN, MICHELE                                                                                                                                                                                       ",REP,1,0.006256470494544876
1917,H6MO012462014,"CUNNINGHAM, ROBB E.                                                                                                                                                                                     ",LIB,0,
1918,H6MO012462012,"CUNNINGHAM, ROBB E.                                                                                                                                                                                     ",LIB,0,
1919,H6MO051892014,"TURK, JACOB                                                                                                                                                                                             ",REP,0,0.0002687743887871307
1920,H6MO051892012,"TURK, JACOB                                                                                                                                                                                             ",REP,0,0.00028868360277136264
1921,H6MO051972014,"LANGKRAEHR, RANDALL DAVID (RANDY)                                                                                                                                                                       ",LIB,0,
1922,H6MO051972012,"LANGKRAEHR, RANDALL DAVID (RANDY)                                                                                                                                                                       ",LIB,0,
1923,H6MO080842012,"EMERSON, JOANN                                                                                                                                                                                          ",REP,1,0.000403161583180696
1924,H6MO080842014,"EMERSON, JOANN                                                                                                                                                                                          ",REP,1,
1925,H6NC040372012,"PRICE, DAVID                                                                                                                                                                                            ",DEM,1,0.0011447798040933345
1926,H6NC040372014,"PRICE, DAVID E.                                                                                                                                                                                         ",DEM,1,0.0009357330572588996
1927,H6NC081112012,"KISSELL, LARRY W                                                                                                                                                                                        ",DEM,0,0.0006769132754638848
1928,H6NH012302014,"SHEA-PORTER, CAROL                                                                                                                                                                                      ",DEM,0,0.0007366409174165804
1929,H6NH012302012,"SHEA-PORTER, CAROL                                                                                                                                                                                      ",DEM,0,0.0010352791271800589
1930,H6NH012302014,"SHEA-PORTER, CAROL                                                                                                                                                                                      ",DEM,1,0.0007366409174165804
1931,H6NH012302012,"SHEA-PORTER, CAROL                                                                                                                                                                                      ",DEM,1,0.0010352791271800589
1932,H6NJ061872014,"CHIVUKULA, UPENDRA J                                                                                                                                                                                    ",DEM,0,9.954606992115953e-06
1933,H6NJ061872012,"CHIVUKULA, UPENDRA J                                                                                                                                                                                    ",DEM,0,0.0031008600780441193
1934,H6NJ081182014,"PASCRELL, WILLIAM J. HON. JR.                                                                                                                                                                           ",DEM,1,0.0008312096838416818
1935,H6NJ081182012,"PASCRELL, WILLIAM J JR                                                                                                                                                                                  ",DEM,1,0.0011099386796209283
1936,H6NJ090582014,"SHAW, HERBERT H                                                                                                                                                                                         ",OTH,0,
1937,H6NJ121362012,"LANCE, LEONARD                                                                                                                                                                                          ",REP,1,0.0009556422712431313
1938,H6NJ121362014,"LANCE, LEONARD                                                                                                                                                                                          ",REP,1,0.00035338854822011633
1939,H6NJ121442014,"HOLT, RUSH D.                                                                                                                                                                                           ",DEM,1,9.456876642510156e-05
1940,H6NJ121442012,"HOLT, RUSH D.                                                                                                                                                                                           ",DEM,1,0.001891375328502031
1941,H6NJ131912014,"SIRES, ALBIO                                                                                                                                                                                            ",DEM,1,0.0002538424782989568
1942,H6NJ131912012,"SIRES, ALBIO                                                                                                                                                                                            ",DEM,1,9.954606992115952e-05
1943,H6NJ132252012,"SHAW, HERBERT H.                                                                                                                                                                                        ",OTH,0,
1944,H6NY030312012,"SLAUGHTER, LOUISE M                                                                                                                                                                                     ",DEM,1,0.0021153539858246397
1945,H6NY030312014,"SLAUGHTER, LOUISE MCINTOSH                                                                                                                                                                              ",DEM,1,0.00043800270765310186
1946,H6NY041122014,"MCCARTHY, CAROLYN                                                                                                                                                                                       ",DEM,1,9.954606992115953e-06
1947,H6NY041122012,"MCCARTHY, CAROLYN                                                                                                                                                                                       ",DEM,1,0.0008312096838416818
1948,H6NY121152014,"ROMAGUERA, ALLAN E.                                                                                                                                                                                     ",CRV,0,
1949,H6NY171302012,"DIAFERIA, JOSEPH P                                                                                                                                                                                      ",GRE,0,
1950,H6NY190292014,"RANGEL, CHARLES B                                                                                                                                                                                       ",DEM,1,0.0003683204587082902
1951,H6NY190292012,"RANGEL, CHARLES B                                                                                                                                                                                       ",DEM,1,0.0005126622600939715
1952,H6NY251252014,"MAFFEI, DANIEL BENJAMIN MR.                                                                                                                                                                             ",DEM,0,0.0015728279047543202
1953,H6NY251252012,"MAFFEI, DANIEL BENJAMIN MR.                                                                                                                                                                             ",DEM,0,0.0022149000557457987
1954,H6NY251252014,"MAFFEI, DANIEL BENJAMIN MR.                                                                                                                                                                             ",DEM,1,0.0015728279047543202
1955,H6NY251252012,"MAFFEI, DANIEL BENJAMIN MR.                                                                                                                                                                             ",DEM,1,0.0022149000557457987
1956,H6OH021102012,"SINNARD, JEFFREY R                                                                                                                                                                                      ",DEM,0,
1957,H6OH040822012,"JORDAN, JAMES D.                                                                                                                                                                                        ",REP,1,0.0007565501314008124
1958,H6OH040822014,"JORDAN, JAMES D.                                                                                                                                                                                        ",REP,1,0.0008013458628653339
1959,H6OH060952012,"WILSON, CHARLES A                                                                                                                                                                                       ",DEM,0,0.0014633272278410448
1960,H6OH111032012,"BLANCHARD, DALE VIRGIL                                                                                                                                                                                  ",DEM,0,
1961,H6OH131332012,"SUTTON, BETTY S                                                                                                                                                                                         ",DEM,0,0.0030062913116190174
1962,H6OK040982014,"MURPHY, ROBERT T                                                                                                                                                                                        ",IND,0,
1963,H6OK040982012,"MURPHY, ROBERT T                                                                                                                                                                                        ",IND,0,
1964,H6OR021162014,"WALDEN, GREGORY P MR.                                                                                                                                                                                   ",REP,1,0.001637532850203074
1965,H6OR021162012,"WALDEN, GREGORY P MR.                                                                                                                                                                                   ",REP,1,0.0013040535159671894
1966,H6OR030642014,"BLUMENAUER, EARL                                                                                                                                                                                        ",DEM,1,0.0002837062992753046
1967,H6OR030642012,"BLUMENAUER, EARL                                                                                                                                                                                        ",DEM,1,0.00042804810066098594
1968,H6OR040472014,"DEFAZIO, PETER A.                                                                                                                                                                                       ",DEM,1,0.0009307557537628414
1969,H6OR040472012,"DEFAZIO, PETER A                                                                                                                                                                                        ",DEM,1,0.0008461415943298559
